date,product,category,price,quantity,revenue
26-07-2023,Jeans,Clothing,50,20,1000
27-07-2023,Smartphone,Electronics,600,9,5400
28-07-2023,Watch,Accessories,150,5,750
29-07-2023,Coat,Clothing,100,5,500
30-07-2023,Headphones,Electronics,100,10,1000
31-07-2023,Smartphone,Electronics,600,11,6600
01-08-2023,Hoodie,Clohting,40,30,1200
02-08-2023,Smartphone,Electronics,600,10,6000
03-08-2023,Speaker,Electronics,80,25,2000
04-08-2023,Coat,Clothing,100,15,1500
05-08-2023,Smartwatch,Accessories,200,10,2000
06-08-2023,Smartphone,Electronics,600,7,4200
07-08-2023,Backpack,Bags,50,18,900
08-08-2023,T-Shirt,Clothing,20,35,700
09-08-2023,Jeans,Clothing,50,10,500
10-08-2023,Watch,Accessories,150,12,1800
11-08-2023,Hoodie,Clothing,40,20,800
12-08-2023,Smartphone,Electronics,600,12,7200
13-08-2023,Sneakers,Shoes,80,15,1200
14-08-2023,Wallet,Accessories,30,40,1200
15-08-2023,Smartwatch,Accessories,200,5,1000
16-08-2023,Smartphone,Electronics,600,6,3600
17-08-2023,Coat,Clothing,100,8,800
18-08-2023,Speaker,Electronics,80,20,1600
19-08-2023,Backpack,Bags,50,15,750
20-08-2023,T-Shirt,Clothing,20,20,400
21-08-2023,Tablet,Electronics,400,6,2400
22-08-2023,Smartphone,Electronics,600,7,4200
23-08-2023,Sneakers,Shoes,80,12,960
24-08-2023,T-Shirt,Clothing,20,25,500
25-08-2023,Smartwatch,Accessories,200,8,1600
26-08-2023,Jeans,Clothing,50,15,750
27-08-2023,Smartphone,Electronics,600,9,5400
28-08-2023,Watch,Accessories,150,10,1500
29-08-2023,Coat,Clothing,100,5,500
30-08-2023,Headphones,Electronics,100,15,1500
31-08-2023,Smartphone,Electronics,600,11,6600
01-09-2023,Hoodie,Clothing,40,20,800
02-09-2023,Smartphone,Electronics,600,10,6000
03-09-2023,Speaker,Electronics,80,22,1760
04-09-2023,Coat,Clothing,100,18,1800
05-09-2023,Smartwatch,Accessories,200,12,2400
06-09-2023,Smartphone,Electronics,600,7,4200
07-09-2023,Backpack,Bags,50,20,1000
08-09-2023,T-Shirt,Clothing,20,30,600
09-09-2023,Jeans,Clothing,50,25,1250
10-09-2023,Watch,Accessories,150,15,2250
11-09-2023,Hoodie,Clothing,40,15,600
12-09-2023,Smartphone,Electronics,600,12,7200
13-09-2023,Sneakers,Shoes,80,8,640
14-09-2023,Wallet,Accessories,30,35,1050
15-09-2023,Smartwatch,Accessories,200,9,1800
16-09-2023,Smartphone,Electronics,600,6,3600
17-09-2023,Coat,Clothing,100,8,800
18-09-2023,Speaker,Electronics,80,20,1600
19-09-2023,Backpack,Bags,50,15,750
20-09-2023,T-Shirt,Clothing,20,25,500
21-09-2023,Smartphone,Electronics,600,7,4200
22-09-2023,Sneakers,Shoes,80,12,960
23-09-2023,T-Shirt,Clothing,20,15,300
24-09-2023,Smartwatch,Accessories,200,8,1600
25-09-2023,Jeans,Clothing,50,20,1000
26-09-2023,Smartphone,Electronics,600,9,5400
27-09-2023,Watch,Accessories,150,5,750
28-09-2023,Coat,Clothing,100,5,500
29-09-2023,Headphones,Electronics,100,10,1000
30-09-2023,Smartphone,Electronics,600,11,6600
01-10-2023,Hoodie,Clothing,40,30,1200
01-10-2023,Hoodie,Clothing,40,30,1200
02-10-2023,Smartphone,Electronics,600,10,6000
03-10-2023,Speaker,Electronics,80,25,2000
04-10-2023,Coat,Clothing,100,15,1500
05-10-2023,Smartwatch,Accessories,200,10,2000
06-10-2023,Smartphone,Electronics,600,7,4200
07-10-2023,Backpack,Bags,50,18,900
08-10-2023,T-Shirt,Clothing,20,35,700
09-10-2023,Jeans,Clothing,50,10,500
10-10-2023,Watch,Accessories,150,12,1800
11-10-2023,Hoodie,Clothing,40,20,800
12-10-2023,Smartphone,Electronics,600,12,7200
13-10-2023,Sneakers,Shoes,80,15,1200
14-10-2023,Wallet,Accessories,30,40,1200
15-10-2023,Smartwatch,Accessories,200,5,1000
16-10-2023,Smartphone,Electronics,600,6,3600
17-10-2023,Coat,Clothing,100,8,800
18-10-2023,Speaker,Electronics,80,20,1600
19-10-2023,Backpack,Bags,50,15,750
20-10-2023,T-Shirt,Clothing,20,20,400
21-10-2023,Tablet,Electronics,400,6,2400
22-10-2023,Smartphone,Electronics,600,7,4200
23-10-2023,Sneakers,Shoes,80,12,960
24-10-2023,T-Shirt,Clothing,20,25,500
25-10-2023,Smartwatch,Accessories,200,8,1600
26-10-2023,Jeans,Clothing,50,15,750
27-10-2023,Smartphone,Electronics,600,9,5400
28-10-2023,Watch,Accessories,150,10,1500
29-10-2023,Coat,Clothing,100,5,500
30-10-2023,Headphones,Electronics,100,15,1500
31-10-2023,Smartphone,Electronics,600,11,6600
01-11-2023,Hoodie,Clothing,40,20,800
02-11-2023,Smartphone,Electronics,600,10,6000
03-11-2023,Speaker,Electronics,80,22,1760
04-11-2023,Coat,Clothing,100,18,1800
05-11-2023,Smartwatch,Accessories,200,12,2400
06-11-2023,Smartphone,Electronics,600,7,4200
07-11-2023,Backpack,Bags,50,20,1000
08-11-2023,T-Shirt,Clothing,20,30,600
09-11-2023,Jeans,Clothing,50,25,1250
10-11-2023,Watch,Accessories,150,15,2250
10-11-2023,Hoodie,Clothing,40,15,600
11-11-2023,Smartphone,Electronics,600,12,7200
12-11-2023,Sneakers,Shoes,80,8,640
13-11-2023,Wallet,Accessories,,35,0
14-11-2023,Smartwatch,Accessories,200,9,1800
15-11-2023,Smartphone,Electronics,600,6,3600
16-11-2023,Coat,Clothing,100,8,800
17-11-2023,Speaker,Electronics,80,20,1600
18-11-2023,Backpack,Bags,50,15,750
19-11-2023,T-Shirt,Clothing,20,25,500
20-11-2023,Smartphone,Electronics,600,7,4200
21-11-2023,Sneakers,Shoes,80,12,960
22-11-2023,T-Shirt,Clothing,20,15,300
23-11-2023,Smartwatch,Accessories,200,8,1600
24-11-2023,Jeans,Clothing,50,20,1000
25-11-2023,Smartphone,Electronics,600,9,5400
26-11-2023,Watch,Accessories,150,5,750
27-11-2023,Coat,Clothing,100,5,500
28-11-2023,Headphones,Electronics,100,10,1000
29-11-2023,Smartphone,Electronics,600,11,6600
30-11-2023,Hoodie,Clothing,40,30,1200
01-12-2023,Smartphone,Electronics,600,10,6000
02-12-2023,Speaker,Electronics,80,25,2000
03-12-2023,Coat,Clothing,100,15,1500
04-12-2023,Smartwatch,Accessories,200,10,2000
05-12-2023,Smartphone,Electronics,600,7,4200
06-12-2023,Backpack,Bgas,50,18,900
07-12-2023,T-Shirt,Clothing,20,35,700
08-12-2023,Jeans,Clothing,50,10,500
09-12-2023,Watch,Accessories,150,12,1800
10-12-2023,Hoodie,Clothing,40,20,800
11-12-2023,Smartphone,Electronics,600,12,7200
12-12-2023,Sneakers,Shoes,80,15,1200
13-12-2023,Wallet,Accessories,30,40,1200
14-12-2023,Smartwatch,Accessories,200,5,1000
15-12-2023,Smartphone,Electronics,600,6,3600
16-12-2023,Coat,Clothing,100,8,800
17-12-2023,Speaker,Electronics,80,20,1600
18-12-2023,Backpack,Bags,50,15,750
19-12-2023,T-Shirt,Clothing,20,20,400
20-12-2023,Tablet,Electronics,400,6,2400
21-12-2023,Smartphone,Electronics,600,7,4200
22-12-2023,Sneakers,Shoeses,80,12,960
23-12-2023,T-Shirt,Clothing,20,25,500
24-12-2023,Smartwatch,Accessories,200,8,1600
25-12-2023,Jeans,Clothing,50,15,750
26-12-2023,Smartphone,Electronics,600,9,5400
27-12-2023,Watch,Accessories,150,5,750
28-12-2023,Coat,Clothing,100,5,500
29-12-2023,Headphones,Electronics,100,10,1000
30-12-2023,Smartphone,Electronics,600,11,6600
31-12-2023,Hoodie,Clothing,40,30,1200
01-01-2024,Smartphone,Electronics,600,12,7200
01-01-2024,Laptop,Electronics,1200,25,30000
02-01-2024,T-Shirt,Clothing,20,66,1320
03-01-2024,Headphones,Electronics,100,38,3800
04-01-2024,T-Shirt,Clothing,20,38,760
05-01-2024,Watch,Accessories,150,30,4500
06-01-2024,Smartphone,Electronics,600,28,16800
06-01-2024,Tablet,Electronics,400,28,11200
07-01-2024,Coat,Clothing,100,27,2700
08-01-2024,Smartwatch,Accessories,200,25,5000
09-01-2024,Speaker,Electronics,80,20,1600
10-01-2024,Backpack,Bags,50,25,1250
11-01-2024,Hoodie,Clothing,40,55,2200
12-01-2024,Smartphone,Electronics,600,26,15600
13-01-2024,Sneakers,Shoes,80,31,2480
14-01-2024,Wallet,Accessories,30,62,1860
15-01-2024,Jeans,Clothing,50,33,1650
16-01-2024,Smartwatch,Accessories,200,24,4800
17-01-2024,Smartphone,Electronics,600,28,16800
18-01-2024,Coat,Clothing,100,21,2100
19-01-2024,Speaker,Electronics,80,31,2480
20-01-2024,Backpack,Bags,50,20,1000
21-01-2024,T-Shirt,Clothing,20,56,1120
22-01-2024,Smartphone,Electronics,600,17,10200
23-01-2024,Tablet,Electronics,400,15,6000
24-01-2024,Hoodie,Clothing,40,28,1120
25-01-2024,Smartwatch,Accessories,200,24,4800
26-01-2024,Sneakers,Shoes,80,25,2000
27-01-2024,Coat,Clothing,100,27,2700
28-01-2024,Speaker,Electronics,80,21,1680
29-01-2024,T-Shirt,Clothing,20,41,820
30-01-2024,Smartphone,Electronics,600,30,18000
31-01-2024,Jeans,Clothing,50,26,1300
01-02-2024,T-Shirt,Clothing,20,57,1140
02-02-2024,Smartphone,Electronics,600,27,16200
03-02-2024,Headphones,Electronics,100,30,3000
04-02-2024,Coat,Clothing,100,18,1800
05-02-2024,Watch,Accessories,150,14,2100
06-02-2024,Smartphone,Electronics,600,21,12600
07-02-2024,Speaker,Electronics,80,31,2480
08-02-2024,Backpack,Bags,50,41,2050
09-02-2024,Smartwatch,Accessories,200,18,3600
10-02-2024,Jeans,Clothing,50,24,1200
11-02-2024,T-Shirt,Clothing,20,38,760
12-02-2024,Smartphone,Electronics,600,26,15600
13-02-2024,Sneakers,Shoes,80,22,1760
14-02-2024,Wallet,Accessories,30,43,1290
15-02-2024,Tablet,Electronics,400,18,7200
16-02-2024,Smartwatch,Accessories,200,32,6400
17-02-2024,Smartphone,Electronics,600,13,7800
18-02-2024,Hoodie,Clothing,40,31,1240
19-02-2024,Speaker,Electronics,80,31,2480
20-02-2024,Backpack,Bags,50,35,1750
21-02-2024,Sneakers,Shoes,80,14,1120
22-02-2024,Smartphone,Electronics,600,24,14400
23-02-2024,Coat,Clothing,100,11,1100
24-02-2024,T-Shirt,Clothing,20,34,680
25-02-2024,Smartwatch,Accessories,200,25,5000
26-02-2024,Jeans,Clothing,50,42,2100
27-02-2024,Smartphone,Electronics,600,16,9600
28-02-2024,Watch,Accessories,150,20,3000
29-02-2024,T-Shirt,Clothing,20,60,1200
01-03-2024,Smartphone,Electronics,600,26,15600
02-03-2024,Headphones,Electronics,100,33,3300
03-03-2024,Coat,Clothing,100,34,3400
04-03-2024,Smartwatch,Accessories,200,23,4600
05-03-2024,Smartphone,Electronics,600,25,15000
06-03-2024,Speaker,Electronics,80,27,2160
07-03-2024,Backpack,Bags,50,28,1400
08-03-2024,Jeans,Clothing,50,30,1500
09-03-2024,T-Shirt,Clothing,20,48,960
10-03-2024,Hoodie,Clothing,40,19,760
11-03-2024,Smartphone,Electronics,600,28,16800
12-03-2024,Sneakers,Shoes,80,30,2400
13-03-2024,Wallet,Accessories,30,52,1560
14-03-2024,Smartwatch,Accessories,200,16,3200
15-03-2024,Smartphone,Electronics,600,20,12000
16-03-2024,Coat,Clothing,100,20,2000
17-03-2024,Speaker,Electronics,80,38,3040
18-03-2024,Backpack,Bags,50,26,1300
19-03-2024,T-Shirt,Clothing,20,38,760
20-03-2024,Tablet,Electronics,400,9,3600
21-03-2024,Smartphone,Electronics,600,27,16200
22-03-2024,Sneakers,Shoes,80,19,1520
23-03-2024,T-Shirt,Clothing,20,31,620
24-03-2024,Smartwatch,Accessories,200,24,4800
25-03-2024,Jeans,Clothing,50,40,2000
26-03-2024,Smartphone,Electronics,600,20,12000
27-03-2024,Watch,Accessories,150,22,3300
28-03-2024,Coat,Clothing,100,27,2700
29-03-2024,Headphones,Electronics,100,16,1600
30-03-2024,Smartphone,Electronics,600,32,19200
31-03-2024,Hoodie,Clothing,40,40,1600
01-04-2024,Smartphone,Electronics,600,19,11400
02-04-2024,Speaker,Electronics,80,33,2640
03-04-2024,Coat,Clothing,100,28,2800
04-04-2024,Smartwatch,Accessories,200,24,4800
05-04-2024,Smartphone,Electronics,600,9,5400
06-04-2024,Backpack,Bags,50,30,1500
07-04-2024,T-Shirt,Clothing,20,47,940
08-04-2024,Jeans,Clothing,50,15,750
09-04-2024,Watch,Accessories,150,21,3150
10-04-2024,Hoodie,Clothing,40,32,1280
11-04-2024,Smartphone,Electronics,600,27,16200
12-04-2024,Sneakers,Shoes,80,13,1040
13-04-2024,Wallet,Accessories,30,36,1080
14-04-2024,Smartwatch,Accessories,200,10,2000
15-04-2024,Smartphone,Electronics,600,11,6600
16-04-2024,Coat,Clothing,100,21,2100
17-04-2024,Speaker,Electronics,80,25,2000
18-04-2024,Backpack,Bags,50,29,1450
19-04-2024,T-Shirt,Clothing,20,27,540
20-04-2024,Tablet,Electronics,400,18,7200
21-04-2024,Smartphone,Electronics,600,20,12000
22-04-2024,Sneakers,Shoes,80,17,1360
23-04-2024,T-Shirt,Clothing,20,31,620
24-04-2024,Smartwatch,Accessories,200,22,4400
25-04-2024,Jeans,Clothing,50,27,1350
26-04-2024,Smartphone,Electronics,600,17,10200
27-04-2024,Watch,Accessories,150,24,3600
28-04-2024,Coat,Clothing,100,10,1000
29-04-2024,Headphones,Electronics,100,30,3000
30-04-2024,Smartphone,Electronics,600,13,7800
01-05-2024,Hoodie,Clothing,40,23,920
02-05-2024,Smartphone,Electronics,600,25,15000
03-05-2024,Speaker,Electronics,80,28,2240
04-05-2024,Coat,Clothing,100,32,3200
05-05-2024,Smartwatch,Accessories,200,21,4200
06-05-2024,Smartphone,Electronics,600,14,8400
07-05-2024,Backpack,Bags,50,27,1350
08-05-2024,T-Shirt,Clothing,20,33,660
09-05-2024,Jeans,Clothing,50,37,1850
10-05-2024,Watch,Accessories,150,18,2700
11-05-2024,Hoodie,Clothing,40,23,920
12-05-2024,Smartphone,Electronics,600,27,16200
13-05-2024,Sneakers,Shoes,80,10,800
14-05-2024,Wallet,Accessories,30,47,1410
15-05-2024,Smartwatch,Accessories,200,15,3000
16-05-2024,Smartphone,Electronics,600,21,12600
17-05-2024,Coat,Clothing,100,17,1700
18-05-2024,Speaker,Electronics,80,34,2720
19-05-2024,Backpack,Bags,50,18,900
20-05-2024,T-Shirt,Clothing,20,39,780
21-05-2024,Smartphone,Electronics,600,15,9000
22-05-2024,Sneakers,Shoes,80,17,1360
23-05-2024,T-Shirt,Clothing,20,18,360
24-05-2024,Smartwatch,Accessories,200,23,4600
25-05-2024,Jeans,Clothing,50,26,1300
26-05-2024,Smartphone,Electronics,600,14,8400
27-05-2024,Watch,Accessories,150,20,3000
28-05-2024,Coat,Clothing,100,11,1100
29-05-2024,Headphones,Electronics,100,16,1600
30-05-2024,Smartphone,Electronics,600,16,9600
31-05-2024,Hoodie,Clothing,40,36,1440
01-06-2024,Smartphone,Electronics,600,13,7800
02-06-2024,Speaker,Electronics,80,40,3200
03-06-2024,Coat,Clothing,100,29,2900
04-06-2024,Smartwatch,Accessories,200,25,5000
05-06-2024,Smartphone,Electronics,600,17,10200
06-06-2024,Backpack,Bags,50,26,1300
07-06-2024,T-Shirt,Clothing,20,49,980
08-06-2024,Jeans,Clothing,50,20,1000
09-06-2024,Watch,Accessories,150,25,3750
10-06-2024,Hoodie,Clothing,40,32,1280
11-06-2024,Smartphone,Electronics,600,22,13200
12-06-2024,Sneakers,Shoes,80,28,2240
13-06-2024,Wallet,Accessories,30,42,1260
14-06-2024,Smartwatch,Accessories,200,9,1800
15-06-2024,Smartphone,Electronics,600,14,8400
16-06-2024,Coat,Clothing,100,13,1300
17-06-2024,Speaker,Electronics,80,23,1840
18-06-2024,Backpack,Bags,50,30,1500
19-06-2024,T-Shirt,Clothing,20,23,460
20-06-2024,Tablet,Electronics,400,20,8000
21-06-2024,Smartphone,Electronics,600,21,12600
22-06-2024,Sneakers,Shoes,80,23,1840
23-06-2024,T-Shirt,Clothing,20,33,660
24-06-2024,Smartwatch,Accessories,200,15,3000
25-06-2024,Jeans,Clothing,50,19,950
26-06-2024,Smartphone,Electronics,600,17,10200
27-06-2024,Watch,Accessories,150,22,3300
28-06-2024,Coat,Clothing,100,15,1500
29-06-2024,Headphones,Electronics,100,23,2300
30-06-2024,Smartphone,Electronics,600,20,12000
01-07-2024,Hoodie,Clothing,40,24,960
02-07-2024,Smartphone,Electronics,600,21,12600
03-07-2024,Speaker,Electronics,80,34,2720
04-07-2024,Coat,Clothing,100,20,2000
05-07-2024,Smartwatch,Accessories,200,15,3000
06-07-2024,Smartphone,Electronics,600,13,7800
07-07-2024,Backpack,Bags,50,28,1400
08-07-2024,T-Shirt,Clothing,20,43,860
09-07-2024,Jeans,Clothing,50,28,1400
10-07-2024,Watch,Accessories,,22,0
11-07-2024,Hoodie,Clothing,40,29,1160
12-07-2024,Smartphone,Electronics,600,18,10800
13-07-2024,Sneakers,Shoes,80,14,1120
14-07-2024,Wallet,Accessories,30,44,1320
15-07-2024,Smartwatch,Accessories,200,23,4600
16-07-2024,Smartphone,Electronics,600,12,7200
17-07-2024,Coat,Clothing,100,19,1900
18-07-2024,Speaker,Electronics,80,30,2400
19-07-2024,Backpack,Bags,50,28,1400
20-07-2024,T-Shirt,Clothing,20,32,640
21-07-2024,Smartphone,Electronics,600,16,9600
22-07-2024,Sneakers,Shoes,80,22,1760
23-07-2024,T-Shirt,Clothing,20,29,580
24-07-2024,Smartwatch,Accessories,200,22,4400
25-07-2024,Jeans,Clothing,50,24,1200
26-07-2024,Smartphone,Electronics,600,23,13800
27-07-2024,Watch,Accessories,150,17,2550
28-07-2024,Coat,Clothing,100,9,900
29-07-2024,Headphones,Electronics,100,21,2100
30-07-2024,Smartphone,Electronics,600,25,15000
31-07-2024,Hoodie,Clohting,40,44,1760
01-08-2024,Smartphone,Electronics,600,24,14400
02-08-2024,Speaker,Electronics,80,27,2160
03-08-2024,Coat,Clothing,100,29,2900
04-08-2024,Smartwatch,Accessories,200,20,4000
05-08-2024,Smartphone,Electronics,600,22,13200
06-08-2024,Backpack,Bags,50,28,1400
07-08-2024,T-Shirt,Clothing,20,49,980
08-08-2024,Jeans,Clothing,50,25,1250
09-08-2024,Watch,Accessories,150,14,2100
10-08-2024,Hoodie,Clothing,40,34,1360
11-08-2024,Smartphone,Electronics,600,24,14400
12-08-2024,Sneakers,Shoes,80,20,1600
13-08-2024,Wallet,Accessories,30,52,1560
14-08-2024,Smartwatch,Accessories,200,8,1600
15-08-2024,Smartphone,Electronics,600,17,10200
16-08-2024,Coat,Clothing,100,15,1500
17-08-2024,Speaker,Electronics,80,29,2320
18-08-2024,Backpack,Bags,50,30,1500
19-08-2024,T-Shirt,Clothing,20,34,680
20-08-2024,Tablet,Electronics,400,9,3600
21-08-2024,Smartphone,Electronics,600,9,5400
22-08-2024,Sneakers,Shoes,80,14,1120
23-08-2024,T-Shirt,Clothing,20,30,600
24-08-2024,Smartwatch,Accessories,200,21,4200
25-08-2024,Jeans,Clothing,50,20,1000
26-08-2024,Smartphone,Electronics,600,13,7800
27-08-2024,Watch,Accessories,150,25,3750
28-08-2024,Coat,Clothing,100,12,1200
29-08-2024,Headphones,Electronics,100,20,2000
30-08-2024,Smartphone,Electronics,600,20,12000
31-08-2024,Hoodie,Clothing,40,32,1280
01-09-2024,Smartphone,Electronics,600,22,13200
02-09-2024,Speaker,Electronics,80,32,2560
03-09-2024,Coat,Clothing,100,22,2200
04-09-2024,Smartwatch,Accessories,200,20,4000
05-09-2024,Smartphone,Electronics,600,21,12600
06-09-2024,Backpack,Bags,50,22,1100
07-09-2024,T-Shirt,Clothing,20,38,760
08-09-2024,Jeans,Clothing,50,37,1850
09-09-2024,Watch,Accessories,150,18,2700
10-09-2024,Hoodie,Clothing,40,20,800
11-09-2024,Smartphone,Electronics,600,20,12000
12-09-2024,Sneakers,Shoes,80,22,1760
13-09-2024,Wallet,Accessories,30,43,1290
14-09-2024,Smartwatch,Accessories,200,23,4600
15-09-2024,Smartphone,Electronics,600,8,4800
16-09-2024,Coat,Clothing,100,17,1700
17-09-2024,Speaker,Electronics,80,31,2480
18-09-2024,Backpack,Bags,50,20,1000
19-09-2024,T-Shirt,Clothing,20,40,800
20-09-2024,Smartphone,Electronics,600,10,6000
21-09-2024,Sneakers,Shoes,80,25,2000
22-09-2024,T-Shirt,Clothing,20,18,360
23-09-2024,Smartwatch,Accessories,200,15,3000
24-09-2024,Jeans,Clothing,50,24,1200
25-09-2024,Smartphone,Electronics,600,22,13200
26-09-2024,Watch,Accessories,150,16,2400
27-09-2024,Coat,Clothing,100,13,1300
28-09-2024,Headphones,Electronics,100,25,2500
29-09-2024,Smartphone,Electronics,600,17,10200
30-09-2024,Hoodie,Clothing,40,36,1440
30-09-2024,Hoodie,Clothing,40,40,1600
01-10-2024,Smartphone,Electronics,600,22,13200
02-10-2024,Speaker,Electronics,80,37,2960
03-10-2024,Coat,Clothing,100,24,2400
04-10-2024,Smartwatch,Accessories,200,13,2600
05-10-2024,Smartphone,Electronics,600,14,8400
06-10-2024,Backpack,Bags,50,20,1000
07-10-2024,T-Shirt,Clothing,20,39,780
08-10-2024,Jeans,Clothing,50,12,600
09-10-2024,Watch,Accessories,150,14,2100
10-10-2024,Hoodie,Clothing,40,26,1040
11-10-2024,Smartphone,Electronics,600,26,15600
12-10-2024,Sneakers,Shoes,80,23,1840
13-10-2024,Wallet,Accessories,30,55,1650
14-10-2024,Smartwatch,Accessories,200,7,1400
15-10-2024,Smartphone,Electronics,600,16,9600
16-10-2024,Coat,Clothing,100,19,1900
17-10-2024,Speaker,Electronics,80,23,1840
18-10-2024,Backpack,Bags,50,17,850
19-10-2024,T-Shirt,Clothing,20,22,440
20-10-2024,Tablet,Electronics,400,15,6000
21-10-2024,Smartphone,Electronics,600,12,7200
22-10-2024,Sneakers,Shoes,80,27,2160
23-10-2024,T-Shirt,Clothing,20,31,620
24-10-2024,Smartwatch,Accessories,200,10,2000
25-10-2024,Jeans,Clothing,50,19,950
26-10-2024,Smartphone,Electronics,600,14,8400
27-10-2024,Watch,Accessories,150,15,2250
28-10-2024,Coat,Clothing,100,13,1300
29-10-2024,Headphones,Electronics,100,27,2700
30-10-2024,Smartphone,Electronics,600,19,11400
31-10-2024,Hoodie,Clothing,40,32,1280
01-11-2024,Smartphone,Electronics,600,13,7800
02-11-2024,Speaker,Electronics,80,25,2000
03-11-2024,Coat,Clothing,100,26,2600
04-11-2024,Smartwatch,Accessories,200,24,4800
05-11-2024,Smartphone,Electronics,600,15,9000
06-11-2024,Backpack,Bags,50,35,1750
07-11-2024,T-Shirt,Clothing,20,43,860
08-11-2024,Jeans,Clothing,50,36,1800
09-11-2024,Watch,Accessories,150,24,3600
09-11-2024,Hoodie,Clothing,40,23,920
10-11-2024,Smartphone,Electronics,600,14,8400
11-11-2024,Sneakers,Shoes,80,19,1520
12-11-2024,Wallet,Accessories,,43,0
13-11-2024,Smartwatch,Accessories,200,23,4600
14-11-2024,Smartphone,Electronics,600,20,12000
15-11-2024,Coat,Clothing,100,17,1700
16-11-2024,Speaker,Electronics,80,27,2160
17-11-2024,Backpack,Bags,50,27,1350
18-11-2024,T-Shirt,Clothing,20,33,660
19-11-2024,Smartphone,Electronics,600,10,6000
20-11-2024,Sneakers,Shoes,80,14,1120
21-11-2024,T-Shirt,Clothing,20,19,380
22-11-2024,Smartwatch,Accessories,200,23,4600
23-11-2024,Jeans,Clothing,50,23,1150
24-11-2024,Smartphone,Electronics,600,18,10800
25-11-2024,Watch,Accessories,150,16,2400
26-11-2024,Coat,Clothing,100,9,900
27-11-2024,Headphones,Electronics,100,13,1300
28-11-2024,Smartphone,Electronics,600,23,13800
29-11-2024,Hoodie,Clothing,40,37,1480
30-11-2024,Smartphone,Electronics,600,17,10200
01-12-2024,Speaker,Electronics,80,34,2720
02-12-2024,Coat,Clothing,100,27,2700
03-12-2024,Smartwatch,Accessories,200,17,3400
04-12-2024,Smartphone,Electronics,600,10,6000
05-12-2024,Backpack,Bgas,50,23,1150
06-12-2024,T-Shirt,Clothing,20,49,980
07-12-2024,Jeans,Clothing,50,22,1100
08-12-2024,Watch,Accessories,150,18,2700
09-12-2024,Hoodie,Clothing,40,30,1200
10-12-2024,Smartphone,Electronics,600,15,9000
11-12-2024,Sneakers,Shoes,80,17,1360
12-12-2024,Wallet,Accessories,30,55,1650
13-12-2024,Smartwatch,Accessories,200,15,3000
14-12-2024,Smartphone,Electronics,600,8,4800
15-12-2024,Coat,Clothing,100,16,1600
16-12-2024,Speaker,Electronics,80,35,2800
17-12-2024,Backpack,Bags,50,21,1050
18-12-2024,T-Shirt,Clothing,20,28,560
19-12-2024,Tablet,Electronics,400,17,6800
20-12-2024,Smartphone,Electronics,600,13,7800
21-12-2024,Sneakers,Shoeses,80,19,1520
22-12-2024,T-Shirt,Clothing,20,34,680
23-12-2024,Smartwatch,Accessories,200,17,3400
24-12-2024,Jeans,Clothing,50,30,1500
25-12-2024,Smartphone,Electronics,600,17,10200
26-12-2024,Watch,Accessories,150,13,1950
27-12-2024,Coat,Clothing,100,8,800
28-12-2024,Headphones,Electronics,100,12,1200
29-12-2024,Smartphone,Electronics,600,26,15600
30-12-2024,Hoodie,Clothing,40,37,1480
